Action name,Iteration,Status,Responsiveness,Start time,End time,"Duration, msec"
HomePage/OpenTabRefreshToken,48,Passed,N/A,2020-09-23 15:17:12.415000,2020-09-23 15:17:18.165000,2870
HomePage/OpenTabRefreshToken,49,Passed,N/A,2020-09-23 15:19:50.140000,2020-09-23 15:19:56.133000,3148
HomePage/OpenTabRefreshToken,50,Passed,N/A,2020-09-23 15:22:27.585000,2020-09-23 15:22:32.769000,2301
TV_Navigate/WatchTV,1,Passed,N/A,2020-09-23 13:20:30.221000,2020-09-23 13:20:37.407000,2607
TV_Navigate/WatchTV,2,Passed,N/A,2020-09-23 13:23:10.746000,2020-09-23 13:23:18.316000,2565
TV_Navigate/WatchTV,3,Passed,N/A,2020-09-23 13:25:52.786000,2020-09-23 13:25:59.835000,2950
TV_Navigate/WatchTV,4,Passed,N/A,2020-09-23 13:28:33.034000,2020-09-23 13:28:40.474000,2692
TV_Navigate/WatchTV,5,Passed,N/A,2020-09-23 13:31:12.141000,2020-09-23 13:31:18.676000,2892
TV_Navigate/WatchTV,6,Passed,N/A,2020-09-23 13:33:51.949000,2020-09-23 13:33:59.114000,2468
TV_Navigate/WatchTV,7,Passed,N/A,2020-09-23 13:36:30.507000,2020-09-23 13:36:36.364000,2289
TV_Navigate/WatchTV,8,Passed,N/A,2020-09-23 13:39:09.203000,2020-09-23 13:39:15.116000,2528
TV_Navigate/WatchTV,9,Passed,N/A,2020-09-23 13:41:46.151000,2020-09-23 13:41:52.693000,2525
TV_Navigate/WatchTV,10,Passed,N/A,2020-09-23 13:44:24.489000,2020-09-23 13:44:31.022000,3197
TV_Navigate/WatchTV,11,Passed,N/A,2020-09-23 13:47:05.500000,2020-09-23 13:47:11.961000,2717
TV_Navigate/WatchTV,12,Passed,N/A,2020-09-23 13:49:39.703000,2020-09-23 13:49:46.006000,2427
TV_Navigate/WatchTV,13,Passed,N/A,2020-09-23 13:50:51.358000,2020-09-23 13:50:58.523000,2618
TV_Navigate/WatchTV,15,Passed,N/A,2020-09-23 13:52:09.121000,2020-09-23 13:52:15.377000,2636
TV_Navigate/WatchTV,16,Passed,N/A,2020-09-23 13:53:09.174000,2020-09-23 13:53:15.421000,2930
TV_Navigate/WatchTV,17,Passed,N/A,2020-09-23 13:55:46.272000,2020-09-23 13:55:52.381000,2420
TV_Navigate/WatchTV,18,Passed,N/A,2020-09-23 13:58:24.299000,2020-09-23 13:58:30.374000,2745
TV_Navigate/WatchTV,19,Passed,N/A,2020-09-23 14:01:00.816000,2020-09-23 14:01:07.196000,2385
TV_Navigate/WatchTV,20,Passed,N/A,2020-09-23 14:03:36.657000,2020-09-23 14:03:42.763000,2705
TV_Navigate/WatchTV,21,Passed,N/A,2020-09-23 14:06:15.208000,2020-09-23 14:06:21.670000,2599
TV_Navigate/WatchTV,22,Passed,N/A,2020-09-23 14:08:52.295000,2020-09-23 14:08:58.461000,2546
TV_Navigate/WatchTV,23,Passed,N/A,2020-09-23 14:11:28.785000,2020-09-23 14:11:35.814000,2976
TV_Navigate/WatchTV,24,Passed,N/A,2020-09-23 14:14:07.784000,2020-09-23 14:14:14.357000,2663
TV_Navigate/WatchTV,25,Passed,N/A,2020-09-23 14:16:47.597000,2020-09-23 14:16:54.045000,2511
TV_Navigate/WatchTV,26,Passed,N/A,2020-09-23 14:19:26.317000,2020-09-23 14:19:33.553000,3540
TV_Navigate/WatchTV,27,Passed,N/A,2020-09-23 14:22:06.074000,2020-09-23 14:22:12.668000,2594
TV_Navigate/WatchTV,28,Passed,N/A,2020-09-23 14:24:42.321000,2020-09-23 14:24:48.495000,2281
TV_Navigate/WatchTV,29,Passed,N/A,2020-09-23 14:27:19.236000,2020-09-23 14:27:26.418000,2415
TV_Navigate/WatchTV,30,Passed,N/A,2020-09-23 14:29:56.346000,2020-09-23 14:30:03.293000,2337
TV_Navigate/WatchTV,31,Passed,N/A,2020-09-23 14:32:34.233000,2020-09-23 14:32:40.411000,2313
TV_Navigate/WatchTV,32,Passed,N/A,2020-09-23 14:35:09.735000,2020-09-23 14:35:15.943000,2405
TV_Navigate/WatchTV,33,Passed,N/A,2020-09-23 14:37:47.576000,2020-09-23 14:37:53.793000,2882
TV_Navigate/WatchTV,34,Passed,N/A,2020-09-23 14:40:22.855000,2020-09-23 14:40:29.210000,2865
TV_Navigate/WatchTV,35,Passed,N/A,2020-09-23 14:43:01.730000,2020-09-23 14:43:08.032000,2459
TV_Navigate/WatchTV,36,Passed,N/A,2020-09-23 14:45:40.801000,2020-09-23 14:45:47.616000,2546
TV_Navigate/WatchTV,37,Passed,N/A,2020-09-23 14:48:17.079000,2020-09-23 14:48:23.192000,2864
TV_Navigate/WatchTV,38,Passed,N/A,2020-09-23 14:50:52.814000,2020-09-23 14:51:00.317000,2112
TV_Navigate/WatchTV,39,Passed,N/A,2020-09-23 14:53:30.017000,2020-09-23 14:53:35.899000,2378
TV_Navigate/WatchTV,40,Passed,N/A,2020-09-23 14:56:11.067000,2020-09-23 14:56:17.119000,2471
TV_Navigate/WatchTV,41,Passed,N/A,2020-09-23 14:58:48.154000,2020-09-23 14:58:54.913000,2764
TV_Navigate/WatchTV,42,Passed,N/A,2020-09-23 15:01:29.215000,2020-09-23 15:01:35.213000,2169
TV_Navigate/WatchTV,43,Passed,N/A,2020-09-23 15:04:06.853000,2020-09-23 15:04:13.512000,2736
TV_Navigate/WatchTV,44,Passed,N/A,2020-09-23 15:06:46.858000,2020-09-23 15:06:53.066000,2520
TV_Navigate/WatchTV,45,Passed,N/A,2020-09-23 15:09:25.496000,2020-09-23 15:09:32.470000,2606
TV_Navigate/WatchTV,46,Passed,N/A,2020-09-23 15:12:02.719000,2020-09-23 15:12:09.308000,2585
TV_Navigate/WatchTV,47,Passed,N/A,2020-09-23 15:14:39.086000,2020-09-23 15:14:45.572000,2369
TV_Navigate/WatchTV,48,Passed,N/A,2020-09-23 15:17:18.384000,2020-09-23 15:17:24.452000,2176
TV_Navigate/WatchTV,49,Passed,N/A,2020-09-23 15:19:56.249000,2020-09-23 15:20:02.446000,2617
TV_Navigate/WatchTV,50,Passed,N/A,2020-09-23 15:22:33.016000,2020-09-23 15:22:39.244000,2615
TV_Navigate/SortByMostWatched,1,Passed,N/A,2020-09-23 13:20:37.558000,2020-09-23 13:20:42.409000,2490
TV_Navigate/SortByMostWatched,2,Passed,N/A,2020-09-23 13:23:18.571000,2020-09-23 13:23:22.914000,2566
TV_Navigate/SortByMostWatched,3,Passed,N/A,2020-09-23 13:25:59.974000,2020-09-23 13:26:04.668000,2929
TV_Navigate/SortByMostWatched,4,Passed,N/A,2020-09-23 13:28:40.707000,2020-09-23 13:28:44.689000,2690
TV_Navigate/SortByMostWatched,5,Passed,N/A,2020-09-23 13:31:18.824000,2020-09-23 13:31:23.707000,3002
TV_Navigate/SortByMostWatched,6,Passed,N/A,2020-09-23 13:33:59.244000,2020-09-23 13:34:03.785000,2822
TV_Navigate/SortByMostWatched,7,Passed,N/A,2020-09-23 13:36:36.513000,2020-09-23 13:36:40.493000,2284
TV_Navigate/SortByMostWatched,8,Passed,N/A,2020-09-23 13:39:15.301000,2020-09-23 13:39:19.514000,2593
TV_Navigate/SortByMostWatched,9,Passed,N/A,2020-09-23 13:41:52.815000,2020-09-23 13:41:57.435000,2714
TV_Navigate/SortByMostWatched,10,Passed,N/A,2020-09-23 13:44:31.252000,2020-09-23 13:44:35.728000,2563
TV_Navigate/SortByMostWatched,11,Passed,N/A,2020-09-23 13:47:12.090000,2020-09-23 13:47:16.128000,2247
TV_Navigate/SortByMostWatched,12,Passed,N/A,2020-09-23 13:49:46.235000,2020-09-23 13:49:50.973000,2774
TV_Navigate/SortByMostWatched,13,Passed,N/A,2020-09-23 13:50:58.630000,2020-09-23 13:51:02.783000,2744
TV_Navigate/SortByMostWatched,15,Passed,N/A,2020-09-23 13:52:15.628000,2020-09-23 13:52:19.647000,2319
TV_Navigate/SortByMostWatched,16,Passed,N/A,2020-09-23 13:53:15.529000,2020-09-23 13:53:19.539000,2391
TV_Navigate/SortByMostWatched,17,Passed,N/A,2020-09-23 13:55:52.604000,2020-09-23 13:55:56.834000,2471
TV_Navigate/SortByMostWatched,18,Passed,N/A,2020-09-23 13:58:30.629000,2020-09-23 13:58:34.567000,2449
TV_Navigate/SortByMostWatched,19,Passed,N/A,2020-09-23 14:01:07.311000,2020-09-23 14:01:11.284000,2391
TV_Navigate/SortByMostWatched,20,Passed,N/A,2020-09-23 14:03:42.877000,2020-09-23 14:03:46.685000,2325
TV_Navigate/SortByMostWatched,21,Passed,N/A,2020-09-23 14:06:21.776000,2020-09-23 14:06:25.185000,2043
TV_Navigate/SortByMostWatched,22,Passed,N/A,2020-09-23 14:08:58.566000,2020-09-23 14:09:02.714000,2380
TV_Navigate/SortByMostWatched,23,Passed,N/A,2020-09-23 14:11:36.032000,2020-09-23 14:11:41.336000,3058
TV_Navigate/SortByMostWatched,24,Passed,N/A,2020-09-23 14:14:14.472000,2020-09-23 14:14:18.428000,2429
TV_Navigate/SortByMostWatched,25,Passed,N/A,2020-09-23 14:16:54.261000,2020-09-23 14:16:58.276000,2388
TV_Navigate/SortByMostWatched,26,Passed,N/A,2020-09-23 14:19:33.709000,2020-09-23 14:19:38.287000,2862
TV_Navigate/SortByMostWatched,27,Passed,N/A,2020-09-23 14:22:12.916000,2020-09-23 14:22:16.932000,2256
TV_Navigate/SortByMostWatched,28,Passed,N/A,2020-09-23 14:24:48.669000,2020-09-23 14:24:52.666000,2352
TV_Navigate/SortByMostWatched,29,Passed,N/A,2020-09-23 14:27:26.526000,2020-09-23 14:27:31.037000,2697
TV_Navigate/SortByMostWatched,30,Passed,N/A,2020-09-23 14:30:03.406000,2020-09-23 14:30:08.204000,2693
TV_Navigate/SortByMostWatched,31,Passed,N/A,2020-09-23 14:32:40.643000,2020-09-23 14:32:45.038000,2654
TV_Navigate/SortByMostWatched,32,Passed,N/A,2020-09-23 14:35:16.062000,2020-09-23 14:35:19.941000,2168
TV_Navigate/SortByMostWatched,33,Passed,N/A,2020-09-23 14:37:53.911000,2020-09-23 14:37:57.758000,2340
TV_Navigate/SortByMostWatched,34,Passed,N/A,2020-09-23 14:40:29.318000,2020-09-23 14:40:33.220000,2408
TV_Navigate/SortByMostWatched,35,Passed,N/A,2020-09-23 14:43:08.136000,2020-09-23 14:43:12.492000,2551
TV_Navigate/SortByMostWatched,36,Passed,N/A,2020-09-23 14:45:47.826000,2020-09-23 14:45:51.259000,2004
TV_Navigate/SortByMostWatched,37,Passed,N/A,2020-09-23 14:48:23.410000,2020-09-23 14:48:27.496000,2412
TV_Navigate/SortByMostWatched,38,Passed,N/A,2020-09-23 14:51:00.421000,2020-09-23 14:51:04.811000,2634
TV_Navigate/SortByMostWatched,39,Passed,N/A,2020-09-23 14:53:36.003000,2020-09-23 14:53:40.036000,2347
TV_Navigate/SortByMostWatched,40,Passed,N/A,2020-09-23 14:56:17.369000,2020-09-23 14:56:21.508000,2358
TV_Navigate/SortByMostWatched,41,Passed,N/A,2020-09-23 14:58:55.022000,2020-09-23 14:58:59.192000,2957
TV_Navigate/SortByMostWatched,42,Passed,N/A,2020-09-23 15:01:35.432000,2020-09-23 15:01:39.878000,2682
TV_Navigate/SortByMostWatched,43,Passed,N/A,2020-09-23 15:04:13.659000,2020-09-23 15:04:17.812000,2900
TV_Navigate/SortByMostWatched,44,Passed,N/A,2020-09-23 15:06:53.175000,2020-09-23 15:06:57.392000,2576
TV_Navigate/SortByMostWatched,45,Passed,N/A,2020-09-23 15:09:32.587000,2020-09-23 15:09:37.046000,3012
TV_Navigate/SortByMostWatched,46,Passed,N/A,2020-09-23 15:12:09.415000,2020-09-23 15:12:13.828000,2671
TV_Navigate/SortByMostWatched,47,Passed,N/A,2020-09-23 15:14:45.723000,2020-09-23 15:14:49.801000,2483
TV_Navigate/SortByMostWatched,48,Passed,N/A,2020-09-23 15:17:24.557000,2020-09-23 15:17:28.682000,2339
TV_Navigate/SortByMostWatched,49,Passed,N/A,2020-09-23 15:20:02.581000,2020-09-23 15:20:07.057000,2539
TV_Navigate/SortByMostWatched,50,Passed,N/A,2020-09-23 15:22:39.350000,2020-09-23 15:22:43.651000,2720
TV_Search/SearchChannel,1,Passed,N/A,2020-09-23 13:20:42.646000,2020-09-23 13:20:46.339000,884
TV_Search/SearchChannel,2,Passed,N/A,2020-09-23 13:23:23.061000,2020-09-23 13:23:26.963000,925
TV_Search/SearchChannel,3,Passed,N/A,2020-09-23 13:26:04.805000,2020-09-23 13:26:08.959000,946
TV_Search/SearchChannel,4,Passed,N/A,2020-09-23 13:28:44.858000,2020-09-23 13:28:49.299000,842
TV_Search/SearchChannel,5,Passed,N/A,2020-09-23 13:31:23.822000,2020-09-23 13:31:27.835000,896
TV_Search/SearchChannel,6,Passed,N/A,2020-09-23 13:34:03.927000,2020-09-23 13:34:08.831000,924
TV_Search/SearchChannel,7,Passed,N/A,2020-09-23 13:36:40.601000,2020-09-23 13:36:45.028000,912
TV_Search/SearchChannel,8,Passed,N/A,2020-09-23 13:39:19.714000,2020-09-23 13:39:24.133000,936
TV_Search/SearchChannel,9,Passed,N/A,2020-09-23 13:41:57.666000,2020-09-23 13:42:01.695000,949
TV_Search/SearchChannel,10,Passed,N/A,2020-09-23 13:44:35.958000,2020-09-23 13:44:40.044000,970
TV_Search/SearchChannel,11,Passed,N/A,2020-09-23 13:47:16.269000,2020-09-23 13:47:19.920000,885
TV_Search/SearchChannel,12,Passed,N/A,2020-09-23 13:49:51.080000,2020-09-23 13:49:55.533000,940
TV_Search/SearchChannel,13,Passed,N/A,2020-09-23 13:51:03.160000,2020-09-23 13:51:07.656000,887
TV_Search/SearchChannel,15,Passed,N/A,2020-09-23 13:52:19.823000,2020-09-23 13:52:24.189000,955
TV_Search/SearchChannel,16,Passed,N/A,2020-09-23 13:53:19.669000,2020-09-23 13:53:24.074000,948
TV_Search/SearchChannel,17,Passed,N/A,2020-09-23 13:55:57.079000,2020-09-23 13:56:01.144000,957
TV_Search/SearchChannel,18,Passed,N/A,2020-09-23 13:58:34.710000,2020-09-23 13:58:38.538000,981
TV_Search/SearchChannel,19,Passed,N/A,2020-09-23 14:01:11.521000,2020-09-23 14:01:15.726000,956
TV_Search/SearchChannel,20,Passed,N/A,2020-09-23 14:03:46.808000,2020-09-23 14:03:50.718000,948
TV_Search/SearchChannel,21,Passed,N/A,2020-09-23 14:06:25.302000,2020-09-23 14:06:28.834000,940
TV_Search/SearchChannel,22,Passed,N/A,2020-09-23 14:09:02.918000,2020-09-23 14:09:07.148000,936
TV_Search/SearchChannel,23,Passed,N/A,2020-09-23 14:11:41.446000,2020-09-23 14:11:44.981000,925
TV_Search/SearchChannel,24,Passed,N/A,2020-09-23 14:14:18.670000,2020-09-23 14:14:22.530000,1493
TV_Search/SearchChannel,25,Passed,N/A,2020-09-23 14:16:58.392000,2020-09-23 14:17:02.491000,880
TV_Search/SearchChannel,26,Passed,N/A,2020-09-23 14:19:38.411000,2020-09-23 14:19:42.762000,906
TV_Search/SearchChannel,27,Passed,N/A,2020-09-23 14:22:17.046000,2020-09-23 14:22:20.909000,893
TV_Search/SearchChannel,28,Passed,N/A,2020-09-23 14:24:52.773000,2020-09-23 14:24:56.750000,909
TV_Search/SearchChannel,29,Passed,N/A,2020-09-23 14:27:31.285000,2020-09-23 14:27:34.957000,1482
TV_Search/SearchChannel,30,Passed,N/A,2020-09-23 14:30:08.319000,2020-09-23 14:30:12.326000,893
TV_Search/SearchChannel,31,Passed,N/A,2020-09-23 14:32:45.259000,2020-09-23 14:32:49.588000,927
TV_Search/SearchChannel,32,Passed,N/A,2020-09-23 14:35:20.119000,2020-09-23 14:35:24.225000,896
TV_Search/SearchChannel,33,Passed,N/A,2020-09-23 14:37:57.878000,2020-09-23 14:38:02.138000,897
TV_Search/SearchChannel,34,Passed,N/A,2020-09-23 14:40:33.330000,2020-09-23 14:40:37.071000,867
TV_Search/SearchChannel,35,Passed,N/A,2020-09-23 14:43:12.637000,2020-09-23 14:43:16.877000,856
TV_Search/SearchChannel,36,Passed,N/A,2020-09-23 14:45:51.480000,2020-09-23 14:45:55.495000,868
TV_Search/SearchChannel,37,Passed,N/A,2020-09-23 14:48:27.659000,2020-09-23 14:48:31.643000,902
TV_Search/SearchChannel,38,Passed,N/A,2020-09-23 14:51:04.916000,2020-09-23 14:51:09.029000,894
TV_Search/SearchChannel,39,Passed,N/A,2020-09-23 14:53:40.188000,2020-09-23 14:53:45.397000,896
TV_Search/SearchChannel,40,Passed,N/A,2020-09-23 14:56:21.730000,2020-09-23 14:56:25.946000,920
TV_Search/SearchChannel,41,Passed,N/A,2020-09-23 14:58:59.297000,2020-09-23 14:59:03.534000,905
TV_Search/SearchChannel,42,Passed,N/A,2020-09-23 15:01:40.008000,2020-09-23 15:01:44.553000,901
TV_Search/SearchChannel,43,Passed,N/A,2020-09-23 15:04:17.928000,2020-09-23 15:04:21.974000,883
TV_Search/SearchChannel,44,Passed,N/A,2020-09-23 15:06:57.503000,2020-09-23 15:07:02.133000,938
TV_Search/SearchChannel,45,Passed,N/A,2020-09-23 15:09:37.156000,2020-09-23 15:09:40.565000,1447
TV_Search/SearchChannel,46,Passed,N/A,2020-09-23 15:12:13.934000,2020-09-23 15:12:18.128000,925
TV_Search/SearchChannel,47,Passed,N/A,2020-09-23 15:14:49.924000,2020-09-23 15:14:54.394000,947
TV_Search/SearchChannel,48,Passed,N/A,2020-09-23 15:17:28.811000,2020-09-23 15:17:33.003000,835
TV_Search/SearchChannel,49,Passed,N/A,2020-09-23 15:20:07.303000,2020-09-23 15:20:11.192000,1236
TV_Search/SearchChannel,50,Passed,N/A,2020-09-23 15:22:43.773000,2020-09-23 15:22:47.878000,889
TV_Stream/StartLinear,1,Passed,N/A,2020-09-23 13:20:46.587000,2020-09-23 13:20:59.713000,2721
TV_Stream/StartLinear,2,Passed,N/A,2020-09-23 13:23:27.094000,2020-09-23 13:23:40.111000,2454
TV_Stream/StartLinear,3,Passed,N/A,2020-09-23 13:26:09.193000,2020-09-23 13:26:23.056000,2434
TV_Stream/StartLinear,4,Passed,N/A,2020-09-23 13:28:49.550000,2020-09-23 13:29:02.429000,2398
TV_Stream/StartLinear,5,Passed,N/A,2020-09-23 13:31:27.996000,2020-09-23 13:31:41.281000,2563
TV_Stream/StartLinear,6,Passed,N/A,2020-09-23 13:34:09.048000,2020-09-23 13:34:23.844000,2484
TV_Stream/StartLinear,7,Passed,N/A,2020-09-23 13:36:45.150000,2020-09-23 13:36:59.712000,2496
TV_Stream/StartLinear,8,Passed,N/A,2020-09-23 13:39:24.381000,2020-09-23 13:39:37.878000,2648
TV_Stream/StartLinear,9,Passed,N/A,2020-09-23 13:42:01.832000,2020-09-23 13:42:17.569000,2601
TV_Stream/StartLinear,10,Passed,N/A,2020-09-23 13:44:40.149000,2020-09-23 13:44:55.110000,2493
TV_Stream/StartLinear,11,Passed,N/A,2020-09-23 13:47:20.068000,2020-09-23 13:47:34.472000,2415
TV_Stream/StartLinear,12,Passed,N/A,2020-09-23 13:49:55.766000,2020-09-23 13:50:10.801000,2654
TV_Stream/StartLinear,13,Passed,N/A,2020-09-23 13:51:07.837000,2020-09-23 13:51:21.276000,2517
TV_Stream/StartLinear,15,Passed,N/A,2020-09-23 13:52:24.301000,2020-09-23 13:52:39.114000,2023
TV_Stream/StartLinear,16,Passed,N/A,2020-09-23 13:53:24.330000,2020-09-23 13:53:37.348000,2593
TV_Stream/StartLinear,17,Passed,N/A,2020-09-23 13:56:01.322000,2020-09-23 13:56:14.295000,2489
TV_Stream/StartLinear,18,Passed,N/A,2020-09-23 13:58:38.715000,2020-09-23 13:58:51.706000,2414
TV_Stream/StartLinear,19,Passed,N/A,2020-09-23 14:01:15.945000,2020-09-23 14:01:29.207000,2549
TV_Stream/StartLinear,20,Passed,N/A,2020-09-23 14:03:50.828000,2020-09-23 14:04:06.079000,2563
TV_Stream/StartLinear,21,Passed,N/A,2020-09-23 14:06:28.973000,2020-09-23 14:06:43.735000,2543
TV_Stream/StartLinear,22,Passed,N/A,2020-09-23 14:09:07.351000,2020-09-23 14:09:21.753000,2347
TV_Stream/StartLinear,23,Passed,N/A,2020-09-23 14:11:45.098000,2020-09-23 14:11:58.530000,2653
TV_Stream/StartLinear,24,Passed,N/A,2020-09-23 14:14:22.739000,2020-09-23 14:14:37.566000,2304
TV_Stream/StartLinear,25,Passed,N/A,2020-09-23 14:17:02.600000,2020-09-23 14:17:16.134000,2510
TV_Stream/StartLinear,26,Passed,N/A,2020-09-23 14:19:42.867000,2020-09-23 14:19:55.759000,2453
TV_Stream/StartLinear,27,Passed,N/A,2020-09-23 14:22:21.018000,2020-09-23 14:22:33.684000,2364
TV_Stream/StartLinear,28,Passed,N/A,2020-09-23 14:24:56.856000,2020-09-23 14:25:11.563000,2519
TV_Stream/StartLinear,29,Passed,N/A,2020-09-23 14:27:35.085000,2020-09-23 14:27:49.714000,2558
TV_Stream/StartLinear,30,Passed,N/A,2020-09-23 14:30:12.433000,2020-09-23 14:30:25.027000,2203
TV_Stream/StartLinear,31,Passed,N/A,2020-09-23 14:32:49.825000,2020-09-23 14:33:02.652000,2229
TV_Stream/StartLinear,32,Passed,N/A,2020-09-23 14:35:24.337000,2020-09-23 14:35:39.442000,2674
TV_Stream/StartLinear,33,Passed,N/A,2020-09-23 14:38:02.292000,2020-09-23 14:38:15.678000,2254
TV_Stream/StartLinear,34,Passed,N/A,2020-09-23 14:40:37.286000,2020-09-23 14:40:50.907000,2491
